9 g a t y ) n o z	9 gat y) noz	i got your nose
o I z f % A n y ~ & n d % I n G	o Iz f% Any~ &nd %InG	o@l is for onion and orange
o	o	o@l
o	o	o@l
p i	pi	p@l
p i I z f % p e n t	pi Iz f% pent	p@l is for paint
p e s t	pest	paste
& n d p I g i b & N k	&nd pIgi b&Nk	and piggy bank
p 3 p L	p3pL	purple
p 3 p L	p3pL	purple
W A t k A l R z D & t	WAt kAlRz D&t	what color's that
D & t s r 9 t	D&ts r9t	that's right
D & t s r 9 t	D&ts r9t	that's right
D & t s	D&ts	that's
k 9 n d 6 v % I n G	k9nd 6v %InG	kind of orange
D & t s	D&ts	that's
9 m n a t S 3	9m nat S3	i'm not sure
l E t s k O l I t p I N k	lEts kOl It pINk	let's call it pink
o k e	oke	okay
W A t # D e d u I N	WAt # De duIN	what are they doing
k y u I z f % k w I l t s & n d k w 9 I t	kyu Iz f% kwIlts &nd kw9It	q@l is for quilts and quiet
l I t L g 3 l z	lItL g3lz	little girls
r i d I N b U k s	ridIN bUks	reading books
w I T 6 k w I l t o v R D E m	wIT 6 kwIlt ovR DEm	with a quilt over them
# I z f % r & b I t s	# Iz f% r&bIts	r@l is for rabbits
6 b I g r & b I t	6 bIg r&bIt	a big rabbit
W A t I z h i i t I N	WAt Iz hi itIN	what is he eating
n o W A t h i z i t I N	no WAt hiz itIN	know what he's eating
6 k * 6 t	6 k*6t	a carrot
y u v h & d k * 6 t s	yuv h&d k*6ts	you've had carrots
W A t # D o z	WAt # Doz	what are those
W A t # D o z	WAt # Doz	what are those
W A t I z D & t s I n d i	WAt Iz D&t sIndi	what is that cindy
W A t I z D & t	WAt Iz D&t	what is that
y u v i t ~ D o z b I f %	yuv it~ Doz bIf%	you've eaten those before
r e z I n z r 9 t D & t s	rezInz r9t D&ts	raisins right that's
D & t s 6 r a k I N h % s	D&ts 6 rakIN h%s	that's a rocking horse
t u r a k	tu rak	to rock
r a k	rak	rock
& n d E s I z f %	&nd Es Iz f%	and s@l is for
S u	Su	shoe
& n d t i I z f %	&nd ti Iz f%	and t@l is for
t r e n	tren	train
& n d t r A k	&nd trAk	and truck
& n d t r 9 k	&nd tr9k	and trike
t r 9 s I k L	tr9sIkL	tricycle
D * z T r i t r e n z	D*z Tri trenz	there's three trains
t r e n	tren	train
y u I z f % A m b r E l 6 & n d y u k 6 l e l i	yu Iz f% AmbrEl6 &nd yuk6leli	u@l is for umbrella and ukelele
& n d y u t E n s I l z	&nd yutEnsIlz	and utensils
D & t s 6 v & l ~ t 9 n & z I n v i	D&ts 6 v&l~t9n &z In vi	that's a valentine as in v@l
& z I n v I n i	&z In vIni	as in vinnie
v & l ~ t 9 n	v&l~t9n	valentine
W A t s D & t	WAts D&t	what's that
I t s 6 b o l 6 v 9 s k r i m	Its 6 bol 6v 9s krim	it's a bowl of ice cream
& n d 6 v & k y u m k l i n R	&nd 6 v&kyum klinR	and a vacuum cleaner
m a m i v & k y u m z D & t s r 9 t	mami v&kyumz D&ts r9t	mommy vacuums that's right
d A b L y u I z f % w e g ~	dAbLyu Iz f% weg~	w@l is for wagon
& n d w I n d o z	&nd wIndoz	and windows
E k s I z f % z 9 l 6 f o n	Eks Iz f% z9l6fon	x@l is for xylophone
& n d k I s I z	&nd kIsIz	and kisses
D o z # b O l z 6 v y # n	Doz # bOlz 6v y#n	those are balls of yarn
w 9	w9	y@l
& n d D & t s 6 y E l o y o k	&nd D&ts 6 yElo yok	and that's a yellow yolk
& n d D & t s 6 s l i p i y O n	&nd D&ts 6 slipi yOn	and that's a sleepy yawn
& n d D & t s D 6 z i f % z I p I N	&nd D&ts D6 zi f% zIpIN	and that's the z@l for zipping
z I p	zIp	zip
z i f % z I p I N & n d g o t u s l i p	zi f% zIpIN &nd go tu slip	z@l for zipping and go to sleep
& n d D & t s d A n	&nd D&ts dAn	and that's done
& n d m I k i z a n D *	&nd mIkiz an D*	and mickey's on there
D & t s 3 n i	D&ts 3ni	that's ernie
h u z D & t	huz D&t	who's that
b 3 t	b3t	bert
& n d h u z D & t	&nd huz D&t	and who's that
y u r E k 6 g n 9 z h I m	yu rEk6gn9z hIm	you recognize him
D 6 b I g b 3 d	D6 bIg b3d	the big bird
y & h Q 6 b Q t	y& hQ 6bQt	yeah how about
s I n d i w U d y u l 9 k t u p l e	sIndi wUd yu l9k tu ple	cindy would you like to play
w a n 6 s i D 6 t 7 z I n D 6 b a k s	wan6 si D6 t7z In D6 baks	wanna see the toys in the box
W I c w A n w U d y u l 9 k	WIc wAn wUd yu l9k	which one would you like
y u w a n t D 6 b U k f 3 s t	yu want D6 bUk f3st	you want the book first
k & n s I n d i r i d D 6 b U k	k&n sIndi rid D6 bUk	can cindy read the book
h (	h(	here
y u n o O l D i z T I N z	yu no Ol Diz TINz	you know all these things
n Q W A t s D I s	nQ WAts DIs	now what's this
& n d W A t s D & t	&nd WAts D&t	and what's that
6 k o m & n d 6 b r A S	6 kom &nd 6 brAS	a comb and a brush
& n d h Q 6 b Q t D o z	&nd hQ 6bQt Doz	and how about those
W A t s D & t	WAts D&t	what's that
y u n o W A t D o z #	yu no WAt Doz #	you know what those are
T I N z	TINz	things
D * y # n	D* y#n	they're yarn
& n d W A t # D o z	&nd WAt # Doz	and what are those
& n d W A t d u y u d u w I T s I z R z	&nd WAt du yu du wIT sIzRz	and what do you do with scissors
W A t d u y u d u w I T s I z R z	WAt du yu du wIT sIzRz	what do you do with scissors
D & t s r 9 t	D&ts r9t	that's right
& n d W A t s I n D *	&nd WAts In D*	and what's in there
y u n o W A t s I n D *	yu no WAts In D*	you know what's in there
W A t I z I t	WAt Iz It	what is it
I t s 6 m I l k b 6 t W A t s I n	Its 6 mIlk b6t WAts In	it's a milk but what's in
D 6 m I l k I n	D6 mIlk In	the milk in
I t s 6 k A p	Its 6 kAp	it's a cup
k A p o k e	kAp oke	cup okay
y u n o W A t D o z #	yu no WAt Doz #	you know what those are
W A t d u y u d u w I T k i z	WAt du yu du wIT kiz	what do you do with keys
o k e y u d r 9 v D 6 k #	oke yu dr9v D6 k#	okay you drive the car
y u n o W A t D & t I z	yu no WAt D&t Iz	you know what that is
I t I z O l r 9 t	It Iz Ol r9t	it is all right
n o W A t D & t I z	no WAt D&t Iz	know what that is
y u l 9 k s I n d i z S u z	yu l9k sIndiz Suz	you like cindy's shoes
y u l 9 k D 6 & p L D 6 b E s t	yu l9k D6 &pL D6 bEst	you like the apple the best
c * & n d D 6 b O l # D 6 s e m k A l R # n t D e	c* &nd D6 bOl # D6 sem kAlR #nt De	chair and the ball are the same color aren't they
h Q m E n i E g z	hQ mEni Egz	how many eggs
D & t s r 9 t	D&ts r9t	that's right
& n d W A t s	&nd WAts	and what's
D e #	De #	they are
D * d e z i z 6 v s 6 m s % t	D* deziz 6v s6m s%t	they're daisies of some sort
D * f l Q R z	D* flQRz	they're flowers
s E v ~	sEv~	seven
d o n t f R g E t s E v ~	dont fRgEt sEv~	don't forget seven
o k e b & k t u D & t	oke b&k tu D&t	okay back to that
v * i g U d	v*i gUd	very good
W A t w U d y u l 9 k n E k s t	WAt wUd yu l9k nEkst	what would you like next
m % b U k s	m% bUks	more books
o k e D I s b U k	oke DIs bUk	okay this book
o k e	oke	okay
D I s I z 6 b U k 6 b Q t	DIs Iz 6 bUk 6bQt	this is a book about
e b i s i z 6 r Q n d D 6 h Q s	e bi siz 6rQnd D6 hQs	abcs around the house
e b i s i z	e bi siz	abcs
D & t s 6 t i	D&ts 6 ti	that's a t@l
y u s t # t Q t w I T	yu st#t Qt wIT	you start out with
e I z f %	e Iz f%	a@l is for
& p L	&pL	apple
D & t s r 9 t	D&ts r9t	that's right
& n d & n t & n d b i I z f %	&nd &nt &nd bi Iz f%	and ant and b@l is for
f % W A t	f% WAt	for what
b & T	b&T	bath
& n d s i I z f %	&nd si Iz f%	and c@l is for
k U k i z & n d	kUkiz &nd	cookies and
W A t s D & t	WAts D&t	what's that
D & t s 6 k & t	D&ts 6 k&t	that's a cat
6 k I t i k & t	6 kIti k&t	a kitty cat
k & t	k&t	cat
& n d d i I z f %	&nd di Iz f%	and d@l is for
W A t I z D & t	WAt Iz D&t	what is that
d i	di	d@l
I z f %	Iz f%	is for
I z f % W A t	Iz f% WAt	is for what
k A p	kAp	cup
W A t I z d i f %	WAt Iz di f%	what is d@l for
S i z h & v I N t i 9 s i	Siz h&vIN ti 9 si	she's having tea i see
W A t I z D & t	WAt Iz D&t	what is that
d i I z f % d r A m	di Iz f% drAm	d@l is for drum
& n d d i I z f %	&nd di Iz f%	and d@l is for
d a l	dal	doll
i I z f %	i Iz f%	e@l is for
i I z f % E g	i Iz f% Eg	e@l is for egg
D & t s 6 g r i n E g	D&ts 6 grin Eg	that's a green egg
s E z l A v a n I t	sEz lAv an It	says love on it
9 l A v E g	9 lAv Eg	i love egg
& n d E f I z f %	&nd Ef Iz f%	and f@l is for
f l Q R	flQR	flower
& n d f & n	&nd f&n	and fan
& n d f E D R	&nd fEDR	and feather
G i I z f %	Gi Iz f%	g@l is for
W A t s y ) l & s t n e m	WAts y) l&st nem	what's your last name
s I n d i W A t	sIndi WAt	cindy what
D & t s r 9 t I t s f % G i	D&ts r9t Its f% Gi	that's right it's for g@l
S u z O f	Suz Of	shoes off
& n d e c	&nd ec	and h@l
w E l D o z # n t k e k s D * p & n k e k s	wEl Doz #nt keks D* p&nkeks	well those aren't cakes they're pancakes
% y u k O l h a t k e k s	% yu kOl hat keks	or you call hot cakes
& n d W A t d u D e p U t a n D E m	&nd WAt du De pUt an DEm	and what do they put on them
I t s h A n i	Its hAni	it's honey
y u n o h A n i	yu no hAni	you know honey
& n d	&nd	and
W A t I z D & t	WAt Iz D&t	what is that
I t s 6 n 9	Its 6n 9	it's an i@l
9	9	i@l
D & t s r 9 t	D&ts r9t	that's right
G e f % G E l i b i n z	Ge f% GEli binz	j@l for jelly beans
I z W A t	Iz WAt	is what
& n d k e I z f %	&nd ke Iz f%	and k@l is for
y & I t s f % k I t i	y& Its f% kIti	yeah it's for kitty
& n d k 9 t	&nd k9t	and kite
o k e w i h & v E l E m	oke wi h&v El Em	okay we have l@l m@l
W A t s E m f %	WAts Em f%	what's m@l for
I t s f %	Its f%	it's for
k y u	kyu	q@l
k y u I z f %	kyu Iz f%	q@l is for
n o D & t s 6 n #	no D&ts 6n #	no that's an r@l
# I z f % r e z I n z	# Iz f% rezInz	r@l is for raisins
E s I z f %	Es Iz f%	s@l is for
D & t s r 9 t	D&ts r9t	that's right
w E n t T r u D & t r i l i f & s t	wEnt Tru D&t rili f&st	went through that really fast
W A t I z w 9 f %	WAt Iz w9 f%	what is y@l for
y # n	y#n	yarn
D & t s 6 z 9 l 6 f o n	D&ts 6 z9l6fon	that's a xylophone
E k s	Eks	x@l
D & t s r 9 t	D&ts r9t	that's right
I t I z 6 t 7	It Iz 6 t7	it is a toy
& n d z i I z f %	&nd zi Iz f%	and z@l is for
W E n y u s l i p	WEn yu slip	when you sleep
D 6 E n d	D6 End	the end
n Q W A t w U d y u l 9 k t u p l e w I T	nQ WAt wUd yu l9k tu ple wIT	now what would you like to play with
6 n A D R b U k	6nADR bUk	another book
o k e	oke	okay
W A t s D & t b U k 6 b Q t	WAts D&t bUk 6bQt	what's that book about
d I d y u s i s 6 m 6 v D i z D I s m % n I N a n D 6 w e I n	dId yu si s6m 6v Diz DIs m%nIN an D6 we In	did you see some of these this morning on the way in
d I d y u s i w A n 6 v D o z	dId yu si wAn 6v Doz	did you see one of those
I t s 6 t r A k	Its 6 trAk	it's a truck
b I g t r A k	bIg trAk	big truck
I z D & t W A t I t l U k t l 9 k a n D 6 m & s p 9 k D I s m % n I N	Iz D&t WAt It lUkt l9k an D6 m&s p9k DIs m%nIN	is that what it looked like on the mass pike this morning
I t d I d d I d ~ t I t	It dId dId~t It	it did didn't it
D 6 E n d	D6 End	the end
D & t s 6 b U k 6 b Q t t r A k s	D&ts 6 bUk 6bQt trAks	that's a book about trucks
o k e	oke	okay
6 n A D R b U k	6nADR bUk	another book
o k e	oke	okay
D I s b U k I z 6 b Q t n A m b R z	DIs bUk Iz 6bQt nAmbRz	this book is about numbers
w A n T r i e t	wAn Tri et	one three eight
s I k s n 9 n f 9 v	sIks n9n f9v	six nine five
W A t I z D & t	WAt Iz D&t	what is that
b e s b O l	besbOl	baseball
D & t s 6 b 7	D&ts 6 b7	that's a boy
h Q m E n i # D *	hQ mEni # D*	how many are there
D & t s 6 h & t	D&ts 6 h&t	that's a hat
I t l U k s l 9 k 6 b O l b 6 t I t s h I z h & t	It lUks l9k 6 bOl b6t Its hIz h&t	it looks like a ball but it's his hat
& n d h Q m E n i b 7 z # D *	&nd hQ mEni b7z # D*	and how many boys are there
o k e & n d W A t # D i z	oke &nd WAt # Diz	okay and what are these
D * p A p i z	D* pApiz	they're puppies
& n d W A t # D o z	&nd WAt # Doz	and what are those
& n d h Q m E n i k I t i z	&nd hQ mEni kItiz	and how many kitties
D & t s r 9 t	D&ts r9t	that's right
& n d W A t # D i z	&nd WAt # Diz	and what are these
& n d h Q m E n i b A t R f l 9 z # D *	&nd hQ mEni bAtRfl9z # D*	and how many butterflies are there
D & t s r 9 t	D&ts r9t	that's right
& n d W A t # D i z	&nd WAt # Diz	and what are these
I n D I s w A n s % i h ( z w A n	In DIs wAn s%i h(z wAn	in this one sorry here's one
W A t # D i z	WAt # Diz	what are these
y & b 6 t W A t # D e	y& b6t WAt # De	yeah but what are they
D & t s g U d	D&ts gUd	that's good
s I k s W A t	sIks WAt	six what
D & t s 6 b l u c *	D&ts 6 blu c*	that's a blue chair
W A t k A l R z D & t w A n	WAt kAlRz D&t wAn	what color's that one
y E s	yEs	yes
y u n o D & t k A l R	yu no D&t kAlR	you know that color
o k e	oke	okay
W A t k 9 n d 6 v c * I z D & t	WAt k9nd 6v c* Iz D&t	what kind of chair is that
W A t h & z I t g a t a n D 6 b a t M	WAt h&z It gat an D6 batM	what has it got on the bottom
w U d	wUd	wood
o k e	oke	okay
I t s 6 w U d r a k I N c *	Its 6 wUd rakIN c*	it's a wood rocking chair
& n d D * #	&nd D* #	and there are
D * D e #	D* De #	there they are
D & t s y ) f e v r I t n A m b R	D&ts y) fevrIt nAmbR	that's your favorite number
o k e y u g a t p r I t i	oke yu gat prIti	okay you got pretty
p r I t i f # 6 l O N D *	prIti f# 6lON D*	pretty far along there
I t s s E v ~	Its sEv~	it's seven
s E v ~ d A k i z	sEv~ dAkiz	seven duckies
v * i g U d	v*i gUd	very good
D * # e t b 6 l u n z D *	D* # et b6lunz D*	there are eight balloons there
& n d W A t # D i z	&nd WAt # Diz	and what are these
W A t k 9 n d 6 v f l Q R z	WAt k9nd 6v flQRz	what kind of flowers
D & t I z 6 r o z	D&t Iz 6 roz	that is a rose
D * # n 9 n r o z I z	D* # n9n rozIz	there are nine roses
& n d W A t # D i z	&nd WAt # Diz	and what are these
k r e a n z	kreanz	crayons
y u w 3 r 9 t D 6 f 3 s t t 9 m	yu w3 r9t D6 f3st t9m	you were right the first time
& n d D * # t E n	&nd D* # tEn	and there are ten
t E n k r e a n z	tEn kreanz	ten crayons
& n d W A t # D o z	&nd WAt # Doz	and what are those
s E v ~	sEv~	seven
y u s e s E v ~ f % m i	yu se sEv~ f% mi	you say seven for me
o k e y ) d u I N r i l w E l w I T y ) n A m b R z s I n d i	oke y) duIN ril wEl wIT y) nAmbRz sIndi	okay you're doing real well with your numbers cindy
y ) 6 n O f l i s m # t l I t L k I d	y) 6n Ofli sm#t lItL kId	you're an awfully smart little kid
6 n A D R b U k	6nADR bUk	another book
y ) g 6 n 6 r A n Q t 6 v b U k s	y) g6n6 rAn Qt 6v bUks	you're gonna run out of books
W A t s D I s b U k	WAts DIs bUk	what's this book
& n d D o z # y ) f r E n d z p O l & n d G u d i	&nd Doz # y) frEndz pOl &nd Gudi	and those are your friends paul and judy
d u y u r I m E m b R p O l & n d G u d i	du yu rImEmbR pOl &nd Gudi	do you remember paul and judy
p O l & n d G u d i	pOl &nd Gudi	paul and judy
p O l & n d G u d i p l e w I T D 6 b A n i	pOl &nd Gudi ple wIT D6 bAni	paul and judy play with the bunny
W A t # y u d u I N t u D 6 b A n i	WAt # yu duIN tu D6 bAni	what are you doing to the bunny
d u y u p & t b A n i z O f ~	du yu p&t bAniz Of~	do you pat bunnies often
d I d y u g E t t u p & t 6 b A n i y E s t R d e	dId yu gEt tu p&t 6 bAni yEstRde	did you get to pat a bunny yesterday
p i k 6 b u	pik6bu	peekaboo
D I s I z p O l	DIs Iz pOl	this is paul
h i z p l e I N w I T G u d i	hiz pleIN wIT Gudi	he's playing with judy
h i z p l e I N 6 l I t L g e m	hiz pleIN 6 lItL gem	he's playing a little game
D & t y u G A s t p l e d p i k 6 b u	D&t yu GAst pled pik6bu	that you just played peekaboo
W A t s p O l d u I N	WAts pOl duIN	what's paul doing
W A t I z p O l d u I N	WAt Iz pOl duIN	what is paul doing
h i z s m E l I N f l Q R z	hiz smElIN flQRz	he's smelling flowers
k & n y u	k&n yu	can you
n 9 s	n9s	nice
D e s m E l g U d d o n t D e	De smEl gUd dont De	they smell good don't they
& n d G u d i l U k s I n D 6 m ( R	&nd Gudi lUks In D6 m(R	and judy looks in the mirror
W A t d u y u s i I n D 6 m ( R	WAt du yu si In D6 m(R	what do you see in the mirror
r i l i	rili	really
o k e	oke	okay
G u d i z r i d I N h 3 b U k	Gudiz ridIN h3 bUk	judy's reading her book
k & n y u r i d 6 b U k	k&n yu rid 6 bUk	can you read a book
h Q b I g I z b A n i	hQ bIg Iz bAni	how big is bunny
b A n i z r i l b I g	bAniz ril bIg	bunny's real big
n Q b A n i W A t s b A n i	nQ bAni WAts bAni	now bunny what's bunny
d u I N D *	duIN D*	doing there
g U d n 9 t b A n i	gUd n9t bAni	good night bunny
n o n a t k w 9 t D 6 E n d	no nat kw9t D6 End	no not quite the end
D * z 6 n A D R p # t	D*z 6nADR p#t	there's another part
p O l p U t s h I z f I N g R T r u D 6 r I N	pOl pUts hIz fINgR Tru D6 rIN	paul puts his finger through the ring
y u k & n p U t y ) f I N g R T r u D 6 r I N	yu k&n pUt y) fINgR Tru D6 rIN	you can put your finger through the ring
& n d D & t s O l	&nd D&ts Ol	and that's all
n Q I t s D 6 E n d	nQ Its D6 End	now it's the end
D e s e g U d b 9 s I n d i	De se gUd b9 sIndi	they say good bye cindy
o k e W A t s D I s b U k 6 b Q t	oke WAts DIs bUk 6bQt	okay what's this book about
I t s 6 b Q t m i l t 9 m z	Its 6bQt mil t9mz	it's about meal times
l I t L b 7 z i t I N h I z t o s t	lItL b7z itIN hIz tost	little boy's eating his toast
h i l U k s l 9 k h i z g o I N t u i t l U k s l 9 k k O f i	hi lUks l9k hiz goIN tu it lUks l9k kOfi	he looks like he's going to eat looks like coffee
W A t s D I s T I N	WAts DIs TIN	what's this thing
d u y u w * w A n 6 v D i z	du yu w* wAn 6v Diz	do you wear one of these
d u y u w * w A n	du yu w* wAn	do you wear one
& n d W A t I z S i d u I N	&nd WAt Iz Si duIN	and what is she doing
W A t s D 6 l I t L g 3 l d u I N	WAts D6 lItL g3l duIN	what's the little girl doing
D & t s r 9 t	D&ts r9t	that's right
S i l 9 k s t u d r I N k h 3 m I l k	Si l9ks tu drINk h3 mIlk	she likes to drink her milk
I t s g U d	Its gUd	it's good
n Q W A t d A z S i h & v	nQ WAt dAz Si h&v	now what does she have
W A t I z D & t	WAt Iz D&t	what is that
y u h & v w A n 6 v D i z & t h o m	yu h&v wAn 6v Diz &t hom	you have one of these at home
y u p U t y ) f u d I n I t	yu pUt y) fud In It	you put your food in it
k e k	kek	cake
I t s n a t r i l i k e k	Its nat rili kek	it's not really cake
I t s g a t O l s t i m k A m I N O f 6 v I t	Its gat Ol stim kAmIN Of 6v It	it's got all steam coming off of it
I t s h a t	Its hat	it's hot
& n d I t s l I k w I d	&nd Its lIkwId	and it's liquid
I t s s u p	Its sup	it's soup
y u n o s u p	yu no sup	you know soup
y u v g a t i t ~ l a t s 6 v s u p	yuv gat it~ lats 6v sup	you've got eaten lots of soup
W A t s D I s	WAts DIs	what's this
& n d y u i t y ) s u p w I T D & t	&nd yu it y) sup wIT D&t	and you eat your soup with that
% y u i t W A t E v R y u h & v w I T I t	% yu it WAtEvR yu h&v wIT It	or you eat whatever you have with it
n o y u d o n t n i d t u i t k U k i z w I T 6 s p u n	no yu dont nid tu it kUkiz wIT 6 spun	no you don't need to eat cookies with a spoon
& n d D * z 6 n A D R	&nd D*z 6nADR	and there's another
W A t I z D I s	WAt Iz DIs	what is this
y u n o W A t I t I z	yu no WAt It Iz	you know what it is
l U k s l 9 k 6 p *	lUks l9k 6 p*	looks like a pear
I t s 6 n & p L	Its 6n &pL	it's an apple
6 n % I n G	6n %InG	an orange
& p L	&pL	apple
t e k 6 b I g b 9 t	tek 6 bIg b9t	take a big bite
I t s g U d	Its gUd	it's good
& n d y u l g E t 6 g U d b I g b 9 t 6 v y ) z	&nd yul gEt 6 gUd bIg b9t 6v y)z	and you'll get a good big bite of yours
y u h & v D & t b U k & t g r & n m a z d o n t y u	yu h&v D&t bUk &t gr&nmaz dont yu	you have that book at grandma's don't you
n a t D I s w A n b 6 t D 6 w A n a n D 6 b & k	nat DIs wAn b6t D6 wAn an D6 b&k	not this one but the one on the back
D & t b U k	D&t bUk	that book
o k e W A t E l s w U d y u l 9 k	oke WAt Els wUd yu l9k	okay what else would you like
9 T I N k w i v g a t ~ O l D 6 b U k s	9 TINk wiv gat~ Ol D6 bUks	i think we've gotten all the books
w U d y u l 9 k t u p l e w I T # l I t L f r E n d	wUd yu l9k tu ple wIT # lItL frEnd	would you like to play with our little friend
D & t b U k	D&t bUk	that book
W A t k & n y u d u w I T h I m	WAt k&n yu du wIT hIm	what can you do with him
g U d	gUd	good
y u k & n h E l p h I m g E t d r E s t	yu k&n hElp hIm gEt drEst	you can help him get dressed
g o 6 h E d & n d y u k & n z I p I t d Q n	go 6hEd &nd yu k&n zIp It dQn	go ahead and you can zip it down
g o 6 h E d	go 6hEd	go ahead
s i h Q g U d y u #	si hQ gUd yu #	see how good you are
o k e z I p I t A p	oke zIp It Ap	okay zip it up
g o 6 h E d	go 6hEd	go ahead
l U k & t D & t	lUk &t D&t	look at that
y ) d u I N v * i w E l	y) duIN v*i wEl	you're doing very well
y u d I d I t	yu dId It	you did it
p i t R	pitR	peter
g U d	gUd	good
n o W A t D I s I z	no WAt DIs Iz	know what this is
s n & p	sn&p	snap
k & n y u s n & p I t	k&n yu sn&p It	can you snap it
s n & p s n & p I t O f	sn&p sn&p It Of	snap snap it off
g o 6 h E d	go 6hEd	go ahead
y u k & n g I v I t 6 p U l	yu k&n gIv It 6 pUl	you can give it a pull
y ) d A n w I T h I m	y) dAn wIT hIm	you're done with him
O l r 9 t n Q W A t w U d y u l 9 k	Ol r9t nQ WAt wUd yu l9k	all right now what would you like
y u w a n t t u t O k t u d & d i	yu want tu tOk tu d&di	you want to talk to daddy
o k e	oke	okay
k O l h I m A p	kOl hIm Ap	call him up
W A t d I d y u d u t 6 d e	WAt dId yu du t6de	what did you do today
W A t d I d y u d u t 6 d e	WAt dId yu du t6de	what did you do today
t E l d & d i W A t y u d I d t 6 d e	tEl d&di WAt yu dId t6de	tell daddy what you did today
& n d W A t d I d y u d u W E n y u s O n & n	&nd WAt dId yu du WEn yu sO n&n	and what did you do when you saw nan
W A t d I d y u d u W E n y u s O n & n	WAt dId yu du WEn yu sO n&n	what did you do when you saw nan
W A t d I d y u d u h (	WAt dId yu du h(	what did you do here
o k e o k e y u g a t h I m	oke oke yu gat hIm	okay okay you got him
o k e	oke	okay
b 9 d & d	b9 d&d	bye dad
W A t E l s w U d y u l 9 k	WAt Els wUd yu l9k	what else would you like
W A t I z D & t	WAt Iz D&t	what is that
b l a k s	blaks	blocks
s I t b & k d Q n	sIt b&k dQn	sit back down
s I t b & k d Q n & n d 9 l g E t D E m f % y u	sIt b&k dQn &nd 9l gEt DEm f% yu	sit back down and i'll get them for you
w e t 6 s E k ~ d	wet 6 sEk~d	wait a second
D * z T r i	D*z Tri	there's three
D * z f %	D*z f%	there's four
D * z f 9 v	D*z f9v	there's five
& n d D * z s I k s	&nd D*z sIks	and there's six
D * w U d b i s E v ~ & f t R s I k s	D* wUd bi sEv~ &ftR sIks	there would be seven after six
D * # t u m E n i	D* # tu mEni	there are too many
o k e	oke	okay
p U t D E m 6 w e	pUt DEm 6we	put them away
w U d y u l 9 k D 6 d O g i	wUd yu l9k D6 dOgi	would you like the doggie
O l r 9 t	Ol r9t	all right
D I s d O g n E v R g a t 6 n e m d I d h i	DIs dOg nEvR gat 6 nem dId hi	this dog never got a name did he
W A t w U d y u k O l D I s d O g	WAt wUd yu kOl DIs dOg	what would you call this dog
l U k s l 9 k t a N g 6	lUks l9k taNg6	looks like tonga
n o	no	no
h u d A z h i l U k l 9 k	hu dAz hi lUk l9k	who does he look like
t & t &	t&t&	tata
O l r 9 t w E l t & t &	Ol r9t wEl t&t&	all right well tata
y u k & n k o m t & t & z h *	yu k&n kom t&t&z h*	you can comb tata's hair
& n d b r A S t & t & z h *	&nd brAS t&t&z h*	and brush tata's hair
D & t s v * i g U d	D&ts v*i gUd	that's very good
i t D & t f u d	it D&t fud	eat that food
W A t I z I t	WAt Iz It	what is it
W A t I z I t	WAt Iz It	what is it
w U d y u l 9 k I t	wUd yu l9k It	would you like it
D * z 6 n & l f 6 b E t a n h (	D*z 6n &lf6bEt an h(	there's an alphabet on here
y u k & n f 9 n d d i	yu k&n f9nd di	you can find d@l
W A t s D I s l E t R	WAts DIs lEtR	what's this letter
D & t s r 9 t	D&ts r9t	that's right
& n d W A t s I t f %	&nd WAts It f%	and what's it for
w E l h u z i t I N D 6 f u d	wEl huz itIN D6 fud	well who's eating the food
D & t s r 9 t	D&ts r9t	that's right
& n d W A t s D & t	&nd WAts D&t	and what's that
W A t s D 6 l E t R	WAts D6 lEtR	what's the letter
D & t s r 9 t	D&ts r9t	that's right
& n d I t I z 6 n Q L	&nd It Iz 6n QL	and it is an owl
W A t s D & t l E t R	WAts D&t lEtR	what's that letter
W A t s E m f %	WAts Em f%	what's m@l for
W A t s D & t l I t L & n 6 m L	WAts D&t lItL &n6mL	what's that little animal
h i z i t I N 6 n & p L	hiz itIN 6n &pL	he's eating an apple
h i z 6 m Q s	hiz 6 mQs	he's a mouse
h i z i t I N p # t 6 v D 6 E m	hiz itIN p#t 6v D6 Em	he's eating part of the m@l
D 6 E m I z r E d	D6 Em Iz rEd	the m@l is red
s i	si	see
D * h i I z 6 g E n	D* hi Iz 6gEn	there he is again
W A t s D I s l E t R	WAts DIs lEtR	what's this letter
D & t s r 9 t	D&ts r9t	that's right
d i f % d & d i	di f% d&di	d@l for daddy
W A t s D & t l E t R	WAts D&t lEtR	what's that letter
& n d W A t s D I s l E t R	&nd WAts DIs lEtR	and what's this letter
s i f % W A t	si f% WAt	c@l for what
D & t s r 9 t	D&ts r9t	that's right
W A t s b i	WAts bi	what's b@l
D & t s r 9 t	D&ts r9t	that's right
n o W A t D & t I z	no WAt D&t Iz	know what that is
I t s 6 f A n i l U k I N k Q	Its 6 fAni lUkIN kQ	it's a funny looking cow
I t I z I t s 6 k Q	It Iz Its 6 kQ	it is it's a cow
l U k s l 9 k 6 h % s	lUks l9k 6 h%s	looks like a horse
W A t s D & t	WAts D&t	what's that
l U k s l 9 k 6 s t r O b * i	lUks l9k 6 strOb*i	looks like a strawberry
I t s 6 n & p L	Its 6n &pL	it's an apple
& p L	&pL	apple
o k e	oke	okay
W A t s D & t l E t R	WAts D&t lEtR	what's that letter
9	9	i@l
I t s f % 9	Its f% 9	it's for eye
9 9 m i	9 9 mi	i i me
